time,FluxChecker-I,FluxChecker-V
0,0,0
1e-09,1.1351656048445,1.4717358105996
3e-09,3.4167726160713,4.7175950330267
7e-09,8.0227609986992,11.629023876148
1.5e-08,17.389037800363,25.863980552922
3.1e-08,36.628423820207,54.74979961793
6.3e-08,76.517799441336,113.19670291702
1.27e-07,159.26743936539,231.13857846675
2.55e-07,328.44431429991,467.66744120947
5.11e-07,663.66219657699,936.96488237841
1.023e-06,1285.6069673643,1842.3499812917
2.047e-06,2254.4904448808,3447.0257080283
4.095e-06,3203.3528377624,5827.1228081187
8.191e-06,3317.9804716374,8928.5263603838
1.6383e-05,2452.9232118284,13829.719397699
3.2767e-05,1436.6094317898,23511.100895072
6.5535e-05,791.21854884833,42050.090849908
0.000131071,455.97022674534,72298.979945831
0.000262143,304.95008250008,105620.06226273
0.000524287,256.98604875618,116026.33945059
0.001048575,246.71425647961,98590.647689418
0.002097151,218.52494288451,74945.197616789
0.004194303,164.50016330674,52514.715393635
0.0058720246,134.64132893498,42412.517214295
0.0075497462,113.37629625075,35618.91483183
0.00889192348,100.4800666577,31590.359655421
0.01023410076,90.175604179121,28406.085235155
0.01291845532,74.914201543118,23723.699222688
0.015065938968,65.976064909222,20988.242166326
0.017213422616,58.972073920069,18844.781738615
0.021508389912,48.780581912666,15717.545280099
0.0249443637488,42.894516715725,13902.725925307
0.0283803375856,38.315731286616,12484.525102772
0.0352522852592,31.694430237715,10419.462136542
0.04074984339808,27.886611801488,9222.3117800394
0.04624740153696,24.930152300423,8286.7258156323
0.05724251781472,20.660471392752,6923.8322948822
0.066038610836928,18.205528355779,6133.0013518881
0.074834703859136,16.298803721937,5514.4208175863
0.092426889903552,13.542962403168,4612.4692892917
0.10650063873908,11.95592222798,4088.4503159185
0.12057438757462,10.721580225371,3678.2235925154
0.13183338664304,9.9133278967831,3408.2637239725
0.14309238571147,9.226326076869,3177.9041958737
0.16561038384832,8.1254973588554,2806.93466157
0.1836247823578,7.4277146406602,2570.6340790695
0.20163918086729,6.8483227751906,2373.6985952121
0.23766797788625,5.9453830781496,2065.39677976
0.26649101550142,5.3876835569557,1874.1738148014
0.29531405311659,4.9329067704098,1717.7675921651
0.35296012834694,4.2388356205203,1478.2187356047
0.39907698853121,3.8181621500235,1332.5891463283
0.44519384871548,3.4795131602045,1215.1093531276

